,rprt_period,RSSD,bank,alll,ncl,avg_os,ncl_rate,alll_rate,alll_to_ncl,alll_to_nonaccrual,type,Report_Date
23161,2015-12-31,817824,PNC,2726632,385919,207574804,0.19,1.32,7.07,1.14,Peers,2015Q4
23331,2015-12-31,852218,JPMC,10807000,1621000,687899250,0.24,1.47,6.67,1.07,Non-Peers,2015Q4
23334,2015-12-31,852320,BBT,1237930,220220,124440628,0.18,0.93,5.62,2.39,Non-Peers,2015Q4
24225,2015-12-31,1394676,AMEX,545952,510476,21414033,2.38,2.08,1.07,7.79,Non-Peers,2015Q4
24257,2015-12-31,1456501,MS,149000,9000,51697750,0.02,0.32,16.56,1.05,Non-Peers,2015Q4
24340,2015-12-31,2182786,Goldman,189000,1000,43122750,0.0,0.42,189.0,3.1,Non-Peers,2015Q4
25005,2015-12-31,3303298,Citizens,986928,213260,77638249,0.27,1.24,4.63,1.09,Peers,2015Q4
57,2016-03-31,12311,Huntington,610383,8467,51030814,0.07,1.18,18.02,1.23,Peers,2016Q1
136,2016-03-31,30810,Discover,1903915,371882,70817576,2.1,2.71,1.28,9.69,Non-Peers,2016Q1
160,2016-03-31,35301,StateStreet,47334,2454,18687374,0.05,0.25,4.82,,Non-Peers,2016Q1
273,2016-03-31,60143,Comerica,724134,52095,48411016,0.43,1.47,3.48,1.06,Peers,2016Q1
350,2016-03-31,75633,BMO,683412,22188,65041628,0.14,1.04,7.7,0.97,BMO,2016Q1
520,2016-03-31,112837,CapOne,2030589,337487,151133659,0.89,1.34,1.5,1.32,Non-Peers,2016Q1
979,2016-03-31,212465,MUFG,850586,3982,78412714,0.02,1.08,53.4,0.91,Non-Peers,2016Q1
1067,2016-03-31,233031,Regions,1151092,68157,81871127,0.33,1.41,4.22,1.13,Peers,2016Q1
1303,2016-03-31,280110,Key,849828,51813,62735918,0.33,1.37,4.1,1.27,Peers,2016Q1
2116,2016-03-31,451965,Wells,10504000,801000,899802000,0.36,1.16,3.28,0.99,Non-Peers,2016Q1
2245,2016-03-31,476810,Citi,10896000,1552000,580702000,1.07,1.88,1.76,2.08,Non-Peers,2016Q1
2270,2016-03-31,480228,BAC,11822000,1060000,876809000,0.48,1.35,2.79,1.36,Non-Peers,2016Q1
2346,2016-03-31,497404,TD,1205703,79621,126404623,0.25,0.94,3.79,0.67,Non-Peers,2016Q1
2387,2016-03-31,504713,USBank,3852427,315291,264433354,0.48,1.46,3.05,2.7,Non-Peers,2016Q1
2557,2016-03-31,541101,BNY,144000,-1000,33631000,-0.01,0.43,,0.52,Non-Peers,2016Q1
3216,2016-03-31,675332,SunTrust,1769284,84712,140280807,0.24,1.26,5.22,1.82,Peers,2016Q1
3437,2016-03-31,723112,FifthThird,1275426,96587,94692834,0.41,1.36,3.3,1.81,Peers,2016Q1
3913,2016-03-31,817824,PNC,2710289,149599,208669991,0.29,1.31,4.53,1.07,Peers,2016Q1
4082,2016-03-31,852218,JPMC,11279000,482000,745009000,0.26,1.49,5.85,1.04,Non-Peers,2016Q1
4085,2016-03-31,852320,BBT,1260880,88779,132250842,0.27,0.96,3.55,1.73,Non-Peers,2016Q1
4968,2016-03-31,1394676,AMEX,516530,150431,24523127,2.45,2.08,0.86,7.96,Non-Peers,2016Q1
5000,2016-03-31,1456501,MS,189000,4000,54616000,0.03,0.4,11.81,0.33,Non-Peers,2016Q1
5083,2016-03-31,2182786,Goldman,250000,17000,50515000,0.13,0.55,3.68,2.53,Non-Peers,2016Q1
5733,2016-03-31,3303298,Citizens,973111,60507,80645120,0.3,1.2,4.02,0.96,Peers,2016Q1
6233,2016-06-30,12311,Huntington,619193,25203,51754946,0.1,1.18,12.28,1.36,Peers,2016Q2
6312,2016-06-30,30810,Discover,1931207,755446,70803066,2.13,2.69,1.28,10.09,Non-Peers,2016Q2
6336,2016-06-30,35301,StateStreet,51193,2454,18708008,0.03,0.26,10.43,,Non-Peers,2016Q2
6448,2016-06-30,60143,Comerica,728652,94401,48944799,0.39,1.45,3.86,1.2,Peers,2016Q2
6525,2016-06-30,75633,BMO,679090,47259,65582017,0.14,1.03,7.18,0.98,BMO,2016Q2
6694,2016-06-30,112837,CapOne,2226092,649298,152404418,0.85,1.44,1.71,1.43,Non-Peers,2016Q2
7149,2016-06-30,212465,MUFG,714155,97364,79045099,0.25,0.9,3.67,0.92,Non-Peers,2016Q2
7235,2016-06-30,233031,Regions,1151282,139967,82144389,0.34,1.41,4.11,1.09,Peers,2016Q2
7469,2016-06-30,280110,Key,873553,99336,63096821,0.31,1.37,4.4,1.43,Peers,2016Q2
8279,2016-06-30,451965,Wells,10649000,1662000,911783000,0.36,1.16,3.2,0.99,Non-Peers,2016Q2
8407,2016-06-30,476810,Citi,10602000,2962000,586328500,1.01,1.77,1.79,1.92,Non-Peers,2016Q2
8432,2016-06-30,480228,BAC,11598000,2027000,880662500,0.46,1.32,2.86,1.41,Non-Peers,2016Q2
8508,2016-06-30,497404,TD,1244806,146303,127972501,0.23,0.95,4.25,0.77,Non-Peers,2016Q2
8549,2016-06-30,504713,USBank,3806261,632423,266927398,0.47,1.42,3.01,2.74,Non-Peers,2016Q2
8718,2016-06-30,541101,BNY,137000,-3000,33069500,-0.02,0.39,,0.5,Non-Peers,2016Q2
9368,2016-06-30,675332,SunTrust,1773300,221470,141807866,0.31,1.25,4.0,1.88,Peers,2016Q2
9587,2016-06-30,723112,FifthThird,1277255,179927,94683983,0.38,1.36,3.55,1.79,Peers,2016Q2
10056,2016-06-30,817824,PNC,2685467,282823,209342776,0.27,1.28,4.75,1.07,Peers,2016Q2
10222,2016-06-30,852218,JPMC,11401000,1020000,756257500,0.27,1.47,5.59,1.1,Non-Peers,2016Q2
10225,2016-06-30,852320,BBT,1272293,134938,135938391,0.2,0.92,4.71,1.71,Non-Peers,2016Q2
11097,2016-06-30,1394676,AMEX,508405,291039,24755070,2.35,2.03,0.87,8.12,Non-Peers,2016Q2
11129,2016-06-30,1456501,MS,178000,27000,53617500,0.1,0.39,3.3,0.32,Non-Peers,2016Q2
11211,2016-06-30,2182786,Goldman,236000,17000,49368000,0.07,0.53,6.94,0.85,Non-Peers,2016Q2
11852,2016-06-30,3303298,Citizens,994396,112041,81935505,0.27,1.19,4.44,1.07,Peers,2016Q2
12345,2016-09-30,12311,Huntington,614890,81972,61376535,0.18,0.93,5.63,1.55,Peers,2016Q3
12422,2016-09-30,30810,Discover,2007015,1124305,71417744,2.1,2.73,1.34,10.55,Non-Peers,2016Q3
12444,2016-09-30,35301,StateStreet,51352,2640,18741836,0.02,0.24,14.59,,Non-Peers,2016Q3
12555,2016-09-30,60143,Comerica,727108,110197,49034693,0.3,1.48,4.95,1.15,Peers,2016Q3
12631,2016-09-30,75633,BMO,674377,77153,65655164,0.16,1.02,6.56,0.85,BMO,2016Q3
12797,2016-09-30,112837,CapOne,2267569,1083512,153497489,0.94,1.46,1.57,1.49,Non-Peers,2016Q3
13243,2016-09-30,212465,MUFG,651542,221101,78953812,0.37,0.84,2.21,0.79,Non-Peers,2016Q3
13327,2016-09-30,233031,Regions,1126242,194007,82034181,0.32,1.39,4.35,1.03,Peers,2016Q3
13559,2016-09-30,280110,Key,868345,144302,63743166,0.3,1.35,4.51,1.55,Peers,2016Q3
14357,2016-09-30,451965,Wells,10603000,2402000,919576667,0.35,1.15,3.31,1.08,Non-Peers,2016Q3
14485,2016-09-30,476810,Citi,10776000,4261000,591961667,0.96,1.79,1.9,2.04,Non-Peers,2016Q3
14510,2016-09-30,480228,BAC,11460000,2908000,883110333,0.44,1.29,2.96,1.38,Non-Peers,2016Q3
14585,2016-09-30,497404,TD,1264213,237620,129285760,0.25,0.94,3.99,0.79,Non-Peers,2016Q3
14626,2016-09-30,504713,USBank,3796526,947068,269095557,0.47,1.4,3.01,2.71,Non-Peers,2016Q3
14794,2016-09-30,541101,BNY,127000,-16000,32967333,-0.06,0.34,,1.31,Non-Peers,2016Q3
15439,2016-09-30,675332,SunTrust,1742298,347001,142938650,0.32,1.23,3.77,1.84,Peers,2016Q3
15657,2016-09-30,723112,FifthThird,1250676,286494,94551457,0.4,1.34,3.27,1.79,Peers,2016Q3
16117,2016-09-30,817824,PNC,2619320,437169,209912461,0.28,1.24,4.49,1.06,Peers,2016Q3
16282,2016-09-30,852218,JPMC,11209000,1519000,763901000,0.27,1.42,5.53,1.12,Non-Peers,2016Q3
16285,2016-09-30,852320,BBT,1269007,200626,137322523,0.19,0.91,4.74,1.75,Non-Peers,2016Q3
17150,2016-09-30,1394676,AMEX,551350,423236,24767820,2.28,2.21,0.98,8.66,Non-Peers,2016Q3
17181,2016-09-30,1456501,MS,156000,51000,53007000,0.13,0.34,2.29,0.45,Non-Peers,2016Q3
17263,2016-09-30,2182786,Goldman,218000,17000,48396667,0.05,0.49,9.62,0.94,Non-Peers,2016Q3
17891,2016-09-30,3303298,Citizens,1010904,164982,82780229,0.27,1.19,4.6,1.17,Peers,2016Q3
18377,2016-12-31,12311,Huntington,636964,125958,65123804,0.19,0.95,5.06,1.53,Peers,2016Q4
18454,2016-12-31,30810,Discover,2151027,1558471,72251644,2.16,2.79,1.38,10.84,Non-Peers,2016Q4
18476,2016-12-31,35301,StateStreet,53146,2734,19074878,0.01,0.27,19.44,3.63,Non-Peers,2016Q4
18584,2016-12-31,60143,Comerica,730498,145770,49005677,0.3,1.49,5.01,1.26,Peers,2016Q4
18659,2016-12-31,75633,BMO,648592,134054,65553869,0.2,1.01,4.84,0.8,BMO,2016Q4
18825,2016-12-31,112837,CapOne,2374073,1541042,154468921,1.0,1.5,1.54,1.52,Non-Peers,2016Q4
19270,2016-12-31,212465,MUFG,592241,239816,78520591,0.31,0.78,2.47,0.79,Non-Peers,2016Q4
19354,2016-12-31,233031,Regions,1090815,277434,81813643,0.34,1.36,3.93,1.08,Peers,2016Q4
19585,2016-12-31,280110,Key,882075,221793,88260653,0.25,1.01,3.98,1.34,Peers,2016Q4
20375,2016-12-31,451965,Wells,10502000,3249000,925891500,0.35,1.14,3.23,1.13,Non-Peers,2016Q4
20503,2016-12-31,476810,Citi,10465000,5902000,593081250,1.0,1.78,1.77,2.1,Non-Peers,2016Q4
20526,2016-12-31,480228,BAC,11021000,3782000,886698000,0.43,1.25,2.91,1.44,Non-Peers,2016Q4
20601,2016-12-31,497404,TD,1309837,320299,130817674,0.24,0.96,4.09,0.81,Non-Peers,2016Q4
20642,2016-12-31,504713,USBank,3813053,1268814,271044810,0.47,1.4,3.01,2.79,Non-Peers,2016Q4
20807,2016-12-31,541101,BNY,143000,-17000,33258500,-0.05,0.42,,1.51,Non-Peers,2016Q4
21444,2016-12-31,675332,SunTrust,1708288,482683,143774737,0.34,1.19,3.54,2.02,Peers,2016Q4
21660,2016-12-31,723112,FifthThird,1231865,359148,94615919,0.38,1.34,3.43,1.83,Peers,2016Q4
22114,2016-12-31,817824,PNC,2589091,543486,210688055,0.26,1.23,4.76,1.05,Peers,2016Q4
22279,2016-12-31,852218,JPMC,10715000,2132000,771028250,0.28,1.36,5.03,1.18,Non-Peers,2016Q4
22282,2016-12-31,852320,BBT,1242795,278905,138210784,0.2,0.89,4.46,1.85,Non-Peers,2016Q4
23142,2016-12-31,1394676,AMEX,632279,584336,24991439,2.34,2.38,1.08,8.61,Non-Peers,2016Q4
23173,2016-12-31,1456501,MS,145000,66000,52844750,0.12,0.33,2.2,0.54,Non-Peers,2016Q4
23253,2016-12-31,2182786,Goldman,219000,24000,47699750,0.05,0.49,9.12,1.31,Non-Peers,2016Q4
23870,2016-12-31,3303298,Citizens,1011393,244341,83822708,0.29,1.16,4.14,1.22,Peers,2016Q4
55,2017-03-31,12311,Huntington,671481,40135,67349250,0.24,1.0,4.18,1.72,Peers,2017Q1
131,2017-03-31,30810,Discover,2257865,486510,76167345,2.55,2.98,1.16,10.62,Non-Peers,2017Q1
153,2017-03-31,35301,StateStreet,50791,301,20191653,0.01,0.22,42.19,3.48,Non-Peers,2017Q1
259,2017-03-31,60143,Comerica,708018,33397,47901815,0.28,1.47,5.3,1.36,Peers,2017Q1
334,2017-03-31,75633,BMO,664864,55843,64439431,0.35,1.02,2.98,0.74,BMO,2017Q1
498,2017-03-31,112837,CapOne,2428961,365467,157799727,0.93,1.54,1.66,1.83,Non-Peers,2017Q1
939,2017-03-31,212465,MUFG,541534,37737,76542626,0.2,0.71,3.59,0.87,Non-Peers,2017Q1
1021,2017-03-31,233031,Regions,1060756,100059,80717165,0.5,1.33,2.65,1.05,Peers,2017Q1
1251,2017-03-31,280110,Key,892718,62198,88838363,0.28,1.02,3.59,1.42,Peers,2017Q1
2037,2017-03-31,451965,Wells,10285000,738000,936957000,0.32,1.12,3.48,1.18,Non-Peers,2017Q1
2164,2017-03-31,476810,Citi,10426000,1470000,593186000,0.99,1.77,1.77,2.21,Non-Peers,2017Q1
2186,2017-03-31,480228,BAC,10894000,928000,894767000,0.41,1.24,2.93,1.47,Non-Peers,2017Q1
2261,2017-03-31,497404,TD,1299673,109705,135565010,0.32,0.96,2.96,0.83,Non-Peers,2017Q1
2302,2017-03-31,504713,USBank,3815674,334587,276003710,0.48,1.4,2.85,2.96,Non-Peers,2017Q1
2464,2017-03-31,541101,BNY,137000,0,30777000,0.0,0.44,,1.52,Non-Peers,2017Q1
3093,2017-03-31,675332,SunTrust,1713456,111749,146394498,0.31,1.19,3.83,2.17,Peers,2017Q1
3309,2017-03-31,723112,FifthThird,1216013,90175,93634697,0.39,1.33,3.37,1.77,Peers,2017Q1
3762,2017-03-31,817824,PNC,2560557,117882,214225591,0.22,1.2,5.43,1.12,Peers,2017Q1
3926,2017-03-31,852218,JPMC,10347000,926000,793855000,0.47,1.31,2.79,1.23,Non-Peers,2017Q1
3929,2017-03-31,852320,BBT,1231379,70341,139981869,0.2,0.89,4.38,1.85,Non-Peers,2017Q1
4782,2017-03-31,1394676,AMEX,573051,215629,23064751,3.74,2.59,0.66,8.3,Non-Peers,2017Q1
4812,2017-03-31,1456501,MS,165000,0,50951000,0.0,0.37,,0.69,Non-Peers,2017Q1
4890,2017-03-31,2182786,Goldman,219000,11000,46346000,0.09,0.49,4.98,0.73,Non-Peers,2017Q1
5496,2017-03-31,3303298,Citizens,1005655,63923,88432895,0.29,1.14,3.93,1.19,Peers,2017Q1
5962,2017-06-30,12311,Huntington,663922,76174,67591722,0.23,0.98,4.36,1.88,Peers,2017Q2
6036,2017-06-30,30810,Discover,2376728,1005116,76506215,2.63,3.05,1.18,10.97,Non-Peers,2017Q2
6058,2017-06-30,35301,StateStreet,53587,301,20668195,0.0,0.22,89.01,,Non-Peers,2017Q2
6163,2017-06-30,60143,Comerica,704872,51389,48313467,0.21,1.43,6.86,1.43,Peers,2017Q2
6238,2017-06-30,75633,BMO,641360,98569,64938827,0.3,0.98,3.25,0.75,BMO,2017Q2
6401,2017-06-30,112837,CapOne,2490277,859555,158400267,1.09,1.57,1.45,1.96,Non-Peers,2017Q2
6841,2017-06-30,212465,MUFG,476638,74260,76738732,0.19,0.62,3.21,0.89,Non-Peers,2017Q2
6922,2017-06-30,233031,Regions,1040669,168146,80668032,0.42,1.3,3.09,1.25,Peers,2017Q2
7149,2017-06-30,280110,Key,891233,130349,88942346,0.29,1.01,3.42,1.49,Peers,2017Q2
7932,2017-06-30,451965,Wells,10281000,1323000,936318500,0.28,1.11,3.89,1.27,Non-Peers,2017Q2
8058,2017-06-30,476810,Citi,10321000,2918000,597805500,0.98,1.7,1.77,2.41,Non-Peers,2017Q2
8080,2017-06-30,480228,BAC,10686000,1832000,894195000,0.41,1.2,2.92,1.58,Non-Peers,2017Q2
8154,2017-06-30,497404,TD,1308891,209819,135856647,0.31,0.96,3.12,0.86,Non-Peers,2017Q2
8195,2017-06-30,504713,USBank,3855674,675088,276809714,0.49,1.39,2.86,3.38,Non-Peers,2017Q2
8355,2017-06-30,541101,BNY,137000,-1000,30251000,-0.01,0.42,,1.57,Non-Peers,2017Q2
8976,2017-06-30,675332,SunTrust,1730276,182406,146578871,0.25,1.2,4.74,2.29,Peers,2017Q2
9188,2017-06-30,723112,FifthThird,1204202,154608,93524183,0.33,1.32,3.89,1.94,Peers,2017Q2
9633,2017-06-30,817824,PNC,2560588,227985,216142733,0.21,1.17,5.62,1.15,Peers,2017Q2
9797,2017-06-30,852218,JPMC,10123000,1376000,800528000,0.34,1.26,3.68,1.27,Non-Peers,2017Q2
9800,2017-06-30,852320,BBT,1213000,140000,140157935,0.2,0.87,4.33,2.19,Non-Peers,2017Q2
10647,2017-06-30,1394676,AMEX,593726,421766,22040035,3.83,2.63,0.7,8.36,Non-Peers,2017Q2
10677,2017-06-30,1456501,MS,172000,0,50736500,0.0,0.38,,0.62,Non-Peers,2017Q2
10753,2017-06-30,2182786,Goldman,271000,17000,47701000,0.07,0.57,7.97,0.81,Non-Peers,2017Q2
11342,2017-06-30,3303298,Citizens,996224,129903,89036785,0.29,1.12,3.83,1.2,Peers,2017Q2
11800,2017-09-30,12311,Huntington,671731,119119,68025741,0.23,0.98,4.23,2.05,Peers,2017Q3
11873,2017-09-30,30810,Discover,2525405,1530240,77397221,2.64,3.14,1.24,11.64,Non-Peers,2017Q3
11895,2017-09-30,35301,StateStreet,57510,301,21439000,0.0,0.24,143.3,,Non-Peers,2017Q3
11998,2017-09-30,60143,Comerica,711811,76600,48430435,0.21,1.45,6.97,1.6,Peers,2017Q3
12073,2017-09-30,75633,BMO,616544,143146,65627933,0.29,0.91,3.23,0.76,BMO,2017Q3
12234,2017-09-30,112837,CapOne,2433001,1439578,159068741,1.21,1.53,1.27,1.72,Non-Peers,2017Q3
12672,2017-09-30,212465,MUFG,499495,79889,76846021,0.14,0.65,4.69,0.99,Non-Peers,2017Q3
12753,2017-09-30,233031,Regions,1040588,244227,80445462,0.4,1.31,3.2,1.36,Peers,2017Q3
12978,2017-09-30,280110,Key,898218,170324,89237230,0.25,1.02,3.96,1.5,Peers,2017Q3
13756,2017-09-30,451965,Wells,10292000,1966000,938008333,0.28,1.11,3.93,1.34,Non-Peers,2017Q3
13879,2017-09-30,476810,Citi,10649000,4427000,603535667,0.98,1.74,1.8,2.62,Non-Peers,2017Q3
13901,2017-09-30,480228,BAC,10524000,2734000,897170333,0.41,1.16,2.89,1.59,Non-Peers,2017Q3
13975,2017-09-30,497404,TD,1340070,317741,136742438,0.31,0.96,3.16,0.88,Non-Peers,2017Q3
14015,2017-09-30,504713,USBank,3907670,1004642,278174996,0.48,1.41,2.92,3.78,Non-Peers,2017Q3
14174,2017-09-30,541101,BNY,136000,-2000,29348667,-0.01,0.46,,1.64,Non-Peers,2017Q3
14792,2017-09-30,675332,SunTrust,1771259,260623,146792041,0.24,1.23,5.1,2.43,Peers,2017Q3
15001,2017-09-30,723112,FifthThird,1203300,222587,93466049,0.32,1.31,4.05,2.29,Peers,2017Q3
15446,2017-09-30,817824,PNC,2605374,334099,217815594,0.2,1.18,5.85,1.24,Peers,2017Q3
15608,2017-09-30,852218,JPMC,10096000,1906000,803821333,0.32,1.24,3.97,1.38,Non-Peers,2017Q3
15611,2017-09-30,852320,BBT,1206000,193000,140157623,0.18,0.87,4.69,2.23,Non-Peers,2017Q3
16451,2017-09-30,1394676,AMEX,718755,589949,22291641,3.53,2.99,0.91,9.24,Non-Peers,2017Q3
16481,2017-09-30,1456501,MS,167000,0,51443333,0.0,0.36,,0.67,Non-Peers,2017Q3
16557,2017-09-30,2182786,Goldman,316000,22000,48930333,0.06,0.61,10.77,1.01,Non-Peers,2017Q3
17137,2017-09-30,3303298,Citizens,1002051,189298,89541145,0.28,1.1,3.97,1.34,Peers,2017Q3
17589,2017-12-31,12311,Huntington,686938,160063,68388294,0.23,0.98,4.29,2.03,Peers,2017Q4
17662,2017-12-31,30810,Discover,2613189,2117206,78494925,2.7,3.1,1.23,12.01,Non-Peers,2017Q4
17684,2017-12-31,35301,StateStreet,54146,775,22004702,0.0,0.23,69.87,,Non-Peers,2017Q4
17786,2017-12-31,60143,Comerica,711761,92737,48556335,0.19,1.45,7.68,1.77,Peers,2017Q4
17861,2017-12-31,75633,BMO,649868,171816,66436151,0.26,0.92,3.78,0.74,BMO,2017Q4
18022,2017-12-31,112837,CapOne,2394995,2029920,159388512,1.27,1.52,1.18,2.14,Non-Peers,2017Q4
18453,2017-12-31,212465,MUFG,434414,82035,77186764,0.11,0.56,5.3,0.99,Non-Peers,2017Q4
18534,2017-12-31,233031,Regions,934019,306796,80322852,0.38,1.17,3.04,1.4,Peers,2017Q4
18757,2017-12-31,280110,Key,893473,225754,89122816,0.25,1.02,3.96,1.57,Peers,2017Q4
19527,2017-12-31,451965,Wells,10104000,2727000,937426500,0.29,1.09,3.71,1.42,Non-Peers,2017Q4
19647,2017-12-31,476810,Citi,10750000,6075000,608597000,1.0,1.71,1.77,2.8,Non-Peers,2017Q4
19669,2017-12-31,480228,BAC,10237000,3971000,901431500,0.44,1.12,2.58,1.56,Non-Peers,2017Q4
19742,2017-12-31,497404,TD,1324282,447273,138180652,0.32,0.93,2.96,0.86,Non-Peers,2017Q4
19781,2017-12-31,504713,USBank,3924913,1329472,279400591,0.48,1.4,2.95,3.9,Non-Peers,2017Q4
19938,2017-12-31,541101,BNY,133000,-4000,28811250,-0.01,0.45,,1.66,Non-Peers,2017Q4
20553,2017-12-31,675332,SunTrust,1734539,370772,146772004,0.25,1.21,4.68,2.57,Peers,2017Q4
20757,2017-12-31,723112,FifthThird,1194329,298835,93534046,0.32,1.3,4.0,2.7,Peers,2017Q4
21201,2017-12-31,817824,PNC,2610858,457305,219119535,0.21,1.18,5.71,1.25,Peers,2017Q4
21358,2017-12-31,852218,JPMC,10081000,2405000,807611750,0.3,1.22,4.19,1.34,Non-Peers,2017Q4
21361,2017-12-31,852320,BBT,1218000,246000,140040717,0.18,0.88,4.95,2.42,Non-Peers,2017Q4
22193,2017-12-31,1394676,AMEX,1154979,903976,27495164,3.29,2.51,1.28,8.11,Non-Peers,2017Q4
22223,2017-12-31,1456501,MS,153000,0,52323250,0.0,0.32,,0.85,Non-Peers,2017Q4
22298,2017-12-31,2182786,Goldman,354000,162000,51036500,0.32,0.63,2.19,1.21,Non-Peers,2017Q4
22874,2017-12-31,3303298,Citizens,1011620,260757,90158809,0.29,1.1,3.88,1.41,Peers,2017Q4
51,2018-03-31,12311,Huntington,717586,37835,70901170,0.21,1.01,4.74,1.92,Peers,2018Q1
123,2018-03-31,30810,Discover,2727874,634794,83239779,3.05,3.3,1.07,11.68,Non-Peers,2018Q1
145,2018-03-31,35301,StateStreet,53751,572,24092999,0.01,0.18,23.49,,Non-Peers,2018Q1
247,2018-03-31,60143,Comerica,697619,27564,48421700,0.23,1.42,6.33,2.14,Peers,2018Q1
321,2018-03-31,75633,BMO,665405,25353,70463129,0.14,0.92,6.56,0.75,BMO,2018Q1
481,2018-03-31,112837,CapOne,2375636,380539,157289858,0.97,1.52,1.56,2.89,Non-Peers,2018Q1
906,2018-03-31,212465,MUFG,427036,10436,79196157,0.05,0.54,10.23,1.31,Non-Peers,2018Q1
987,2018-03-31,233031,Regions,840328,83691,80249240,0.42,1.05,2.51,1.38,Peers,2018Q1
1208,2018-03-31,280110,Key,896985,55591,89303351,0.25,1.0,4.03,1.46,Peers,2018Q1
1972,2018-03-31,451965,Wells,9937000,738000,934221000,0.32,1.08,3.37,1.46,Non-Peers,2018Q1
2091,2018-03-31,476810,Citi,10606000,1650000,635903000,1.04,1.67,1.61,3.11,Non-Peers,2018Q1
2113,2018-03-31,480228,BAC,10109000,906000,917002000,0.4,1.11,2.79,1.59,Non-Peers,2018Q1
2185,2018-03-31,497404,TD,1313181,147201,141823150,0.42,0.93,2.23,0.88,Non-Peers,2018Q1
2224,2018-03-31,504713,USBank,3917418,341133,281986109,0.48,1.41,2.87,3.83,Non-Peers,2018Q1
2379,2018-03-31,541101,BNY,129000,0,27625000,0.0,0.43,,1.7,Non-Peers,2018Q1
2985,2018-03-31,675332,SunTrust,1693581,78838,144975177,0.22,1.19,5.37,2.38,Peers,2018Q1
3188,2018-03-31,723112,FifthThird,1137234,81049,93689826,0.35,1.24,3.51,2.39,Peers,2018Q1
3629,2018-03-31,817824,PNC,2603919,112699,222958620,0.2,1.18,5.78,1.27,Peers,2018Q1
3786,2018-03-31,852218,JPMC,9952000,508000,829412000,0.24,1.19,4.9,1.36,Non-Peers,2018Q1
3789,2018-03-31,852320,BBT,1226000,67000,139326000,0.19,0.89,4.57,2.3,Non-Peers,2018Q1
4611,2018-03-31,1394676,AMEX,1163970,293732,43659995,2.69,2.65,0.99,7.72,Non-Peers,2018Q1
4640,2018-03-31,1456501,MS,167000,0,55521000,0.0,0.33,,1.24,Non-Peers,2018Q1
4714,2018-03-31,2182786,Goldman,365000,46000,62664000,0.29,0.6,1.98,1.08,Non-Peers,2018Q1
5276,2018-03-31,3303298,Citizens,1030438,63805,92993820,0.27,1.11,4.04,1.4,Peers,2018Q1
5707,2018-06-30,12311,Huntington,740479,64684,71672855,0.18,1.02,5.72,2.0,Peers,2018Q2
5779,2018-06-30,30810,Discover,2821075,1283255,83433850,3.08,3.33,1.1,12.35,Non-Peers,2018Q2
5801,2018-06-30,35301,StateStreet,55137,1023,23923692,0.01,0.23,26.95,,Non-Peers,2018Q2
5902,2018-06-30,60143,Comerica,677151,24943,48824410,0.1,1.36,13.57,2.66,Peers,2018Q2
5976,2018-06-30,75633,BMO,668929,49003,71908822,0.14,0.89,6.83,0.83,BMO,2018Q2
6136,2018-06-30,112837,CapOne,2259002,707645,153293582,0.92,1.59,1.6,3.41,Non-Peers,2018Q2
6559,2018-06-30,212465,MUFG,409624,12728,79783855,0.03,0.51,16.09,1.08,Non-Peers,2018Q2
6640,2018-06-30,233031,Regions,837505,146514,80296472,0.36,1.04,2.86,1.38,Peers,2018Q2
6860,2018-06-30,280110,Key,901866,117312,90223910,0.26,1.01,3.84,1.47,Peers,2018Q2
7613,2018-06-30,451965,Wells,9864000,1342000,931942500,0.29,1.07,3.68,1.48,Non-Peers,2018Q2
7731,2018-06-30,476810,Citi,10474000,3216000,637027500,1.01,1.65,1.63,3.26,Non-Peers,2018Q2
7753,2018-06-30,480228,BAC,9918000,1885000,919072500,0.41,1.08,2.63,1.68,Non-Peers,2018Q2
7825,2018-06-30,497404,TD,1325378,270355,141690721,0.38,0.93,2.45,0.91,Non-Peers,2018Q2
7864,2018-06-30,504713,USBank,3919971,673329,281837995,0.48,1.4,2.91,4.3,Non-Peers,2018Q2
8018,2018-06-30,541101,BNY,117000,-1000,27065500,-0.01,0.44,,1.6,Non-Peers,2018Q2
8619,2018-06-30,675332,SunTrust,1649243,152096,145649744,0.21,1.14,5.42,2.18,Peers,2018Q2
8821,2018-06-30,723112,FifthThird,1076445,175003,93885080,0.37,1.17,3.08,2.34,Peers,2018Q2
9255,2018-06-30,817824,PNC,2580704,221483,223452705,0.2,1.16,5.83,1.34,Peers,2018Q2
9412,2018-06-30,852218,JPMC,9861000,907000,838076000,0.22,1.16,5.44,1.48,Non-Peers,2018Q2
9414,2018-06-30,852320,BBT,1258000,119000,140208500,0.17,0.89,5.29,2.54,Non-Peers,2018Q2
10233,2018-06-30,1394676,AMEX,1955345,1008675,84722421,2.38,2.25,0.97,8.56,Non-Peers,2018Q2
10261,2018-06-30,1456501,MS,166000,0,57295000,0.0,0.34,,1.14,Non-Peers,2018Q2
10334,2018-06-30,2182786,Goldman,412000,83000,65055000,0.26,0.66,2.48,1.06,Non-Peers,2018Q2
10885,2018-06-30,3303298,Citizens,1047262,134394,93923454,0.29,1.1,3.9,1.48,Peers,2018Q2
11300,2018-09-30,12311,Huntington,757436,93547,72260500,0.17,1.03,6.07,2.07,Peers,2018Q3
11372,2018-09-30,30810,Discover,2919867,1925998,84234874,3.05,3.36,1.14,11.39,Non-Peers,2018Q3
